"","AA4","is_female","DG3","DG4","DG5_4","DG6","DG8a","DG9a","DL0","DL1","DL14","DL15","DL24","MT1","MT1A","MT2","MT10","IFI14_1","IFI14_2","IFI15_2","IFI16_1","FL4","FL9A","FL10","FB20","LN1A","LN2_1","GN2","GN3","GN4","GN5"
"16529","34","0","8","1","2","3","2","2","1","1","4","1","1","0","99","2","2","2","2","2","2","1","3","5","15","3","1","1","1","1","1"
"16530","16","0","1","7","2","3","3","1","2","8","3","1","4","2","3","1","2","2","2","1","2","8","1","11","2","1","5","4","4","3","3"
"16531","44","1","3","1","2","2","4","2","1","1","4","2","4","2","2","1","1","3","3","2","2","2","1","3","11","4","1","1","2","2","2"
"16532","35","0","3","5","2","3","5","2","1","2","8","4","99","99","1","1","1","6","99","2","3","2","3","99","15","1","3","99","99","99","99"
"16533","34","1","3","3","2","2","2","1","2","7","6","1","1","1","2","2","2","4","4","3","2","2","8","8","3","4","1","2","2","2","2"
"16534","16","1","3","1","2","2","5","2","2","7","8","4","3","3","2","1","1","3","3","1","1","1","2","2","15","4","1","2","2","2","2"
"16535","23","0","3","5","2","1","3","3","1","4","3","2","2","2","1","2","2","3","99","99","1","3","1","5","6","2","2","1","1","1","1"
"16536","15","1","3","5","2","2","5","2","2","7","7","2","3","3","2","2","2","3","4","1","2","2","1","2","3","3","1","2","2","2","3"
"16537","23","1","3","4","2","2","3","1","2","7","3","2","3","1","1","1","2","2","2","2","1","2","1","10","15","4","1","4","4","4","4"
"16538","11","0","1","7","2","1","5","5","2","8","5","3","4","2","1","1","1","2","2","2","1","99","10","99","1","3","3","4","4","4","4"
"16539","16","0","1","7","2","3","3","1","2","8","4","1","2","1","3","1","1","4","4","3","6","99","96","11","1","3","4","4","3","4","3"
"16540","15","1","3","5","2","2","3","1","2","7","3","1","2","1","2","1","2","3","3","2","1","99","11","99","15","4","1","2","2","2","2"
"16541","17","0","1","6","2","3","3","1","2","8","4","4","2","3","3","1","1","3","2","2","1","1","1","1","15","1","5","4","4","4","4"
"16542","31","0","3","1","2","1","2","2","1","5","2","1","4","1","1","1","1","4","4","3","3","99","3","5","5","2","3","3","3","2","3"
"16543","16","1","3","1","2","2","2","1","2","7","2","1","1","1","2","2","2","3","3","2","7","2","2","11","15","4","1","3","2","1","1"
"16544","32","0","3","7","1","1","2","1","1","5","4","3","4","2","1","1","1","4","4","2","7","1","9","11","2","1","1","1","1","1","1"
"16545","32","1","3","99","2","1","2","0","1","99","2","2","2","1","99","2","1","99","99","99","2","99","1","99","15","4","1","99","1","1","1"
"16546","23","0","1","5","2","3","3","2","2","3","8","4","1","1","3","2","2","3","3","3","2","1","1","5","15","2","1","4","4","4","4"
"16547","43","0","2","6","1","1","1","1","1","1","1","2","5","1","1","1","1","99","99","99","99","1","11","99","1","3","1","1","1","1","1"
"16548","26","1","3","1","2","2","2","1","2","7","5","1","1","0","2","2","2","99","99","99","1","2","3","5","1","4","1","2","2","2","2"
"16549","22","0","8","5","2","1","2","2","1","1","5","1","5","1","1","1","1","4","4","3","2","1","1","7","1","1","5","1","2","2","2"
"16550","41","1","8","1","2","2","2","1","2","5","2","2","3","1","2","2","2","5","5","3","2","2","3","4","1","4","1","1","3","3","2"
"16551","26","1","3","3","2","2","2","2","2","7","5","1","5","2","2","1","1","1","1","1","1","2","8","3","2","4","1","2","2","2","2"
"16552","32","1","3","6","2","4","6","6","2","99","9","3","5","99","99","2","2","99","99","99","99","99","11","99","2","1","1","99","99","99","99"
"16553","24","0","6","6","2","1","5","1","1","99","6","2","9","1","1","2","2","2","2","99","1","1","11","11","1","3","1","99","99","99","99"
"16554","44","0","3","6","2","1","4","1","1","2","4","3","4","4","99","1","1","3","3","1","7","1","11","5","10","1","4","3","3","3","3"
"16555","26","1","8","6","2","2","1","0","2","2","3","2","3","1","2","1","1","2","3","1","1","2","1","2","4","1","5","1","2","2","3"
"16556","17","1","3","1","2","2","2","2","2","7","2","1","3","1","2","2","2","2","2","2","1","8","1","6","15","3","1","2","2","2","2"
"16557","25","1","3","7","2","2","2","1","2","7","3","2","3","2","1","1","1","4","3","2","8","2","1","2","1","1","4","3","3","3","3"
"16558","44","1","3","5","2","2","4","2","2","1","4","1","3","1","2","2","2","3","3","4","2","2","1","11","1","4","1","3","3","3","3"
"16559","32","1","3","10","1","2","4","1","2","7","5","3","5","4","2","1","2","2","2","2","1","2","1","10","2","1","4","3","3","2","2"
"16560","33","1","3","4","2","2","2","2","2","2","4","1","99","0","99","2","2","4","99","99","99","99","1","10","1","3","1","3","3","3","3"
"16561","16","1","3","5","2","2","2","2","2","7","2","2","4","2","2","2","2","3","99","99","8","2","1","2","15","2","2","2","2","2","2"
"16562","22","0","8","5","2","2","2","2","1","1","6","1","5","2","1","1","1","3","3","3","2","1","1","10","5","2","4","1","1","1","1"
"16563","44","1","3","6","2","1","4","4","2","7","5","2","3","3","2","1","1","3","3","2","3","2","1","99","15","1","2","3","3","3","3"
"16564","26","1","6","3","2","3","3","1","2","99","4","1","2","1","1","2","2","3","99","99","2","8","3","2","1","4","1","1","96","96","96"
"16565","34","1","3","1","2","2","7","1","2","7","8","1","3","2","2","2","2","2","2","2","1","99","1","8","2","2","1","4","4","4","4"
"16566","33","0","3","11","2","1","4","2","2","4","5","1","4","2","99","2","2","3","3","4","2","8","7","7","1","1","2","3","3","3","3"
"16567","26","1","6","1","2","1","1","0","1","2","1","1","1","0","1","2","2","2","2","4","1","1","8","5","6","4","1","1","1","1","1"
"16568","34","1","3","6","2","2","4","0","2","7","9","4","2","2","2","2","2","2","99","2","1","2","7","8","6","3","2","3","3","3","3"
"16569","32","1","3","7","2","2","2","1","2","7","3","2","4","2","2","1","1","2","2","2","2","2","6","1","1","2","3","1","2","3","3"
"16570","23","1","3","3","2","2","3","3","2","7","5","2","3","1","2","2","2","3","3","99","1","99","1","5","6","3","1","2","3","3","2"
"16571","43","0","2","6","1","7","2","2","1","1","2","2","99","1","1","1","1","99","99","99","99","1","11","1","1","1","1","1","1","1","1"
"16572","31","1","3","5","2","2","2","1","2","4","2","2","2","1","2","1","1","3","99","1","99","99","11","99","15","3","1","2","2","99","99"
"16573","34","1","3","6","2","7","4","1","2","5","5","1","3","1","2","2","2","5","99","99","99","2","1","10","10","3","1","3","3","2","2"
"16574","42","0","3","6","2","1","2","2","1","9","2","2","5","2","1","1","1","3","3","1","7","1","11","99","1","1","5","1","1","1","1"
"16575","23","1","3","1","2","2","1","1","2","7","6","1","2","1","2","1","1","99","99","99","1","2","3","2","6","4","1","2","2","2","2"
"16576","16","0","3","1","2","1","3","3","1","1","7","1","3","1","1","1","2","3","5","99","2","99","6","9","1","4","1","3","3","3","3"
"16577","42","1","1","6","2","3","7","7","2","7","7","2","3","2","3","2","2","2","2","99","1","99","3","99","1","3","1","4","4","4","3"
"16578","16","1","3","1","2","1","2","2","1","5","2","1","2","1","1","2","2","3","3","2","1","1","2","3","1","4","1","3","3","3","3"
"16579","34","0","1","11","1","3","4","1","2","8","4","3","5","4","3","1","1","1","1","2","1","8","10","1","15","1","5","4","4","4","4"
"16580","42","1","3","1","2","2","4","4","2","7","12","2","3","1","2","2","2","5","5","99","3","2","11","99","3","4","3","2","2","99","99"
"16581","43","1","3","6","2","2","99","1","2","7","4","3","99","99","2","1","1","4","2","4","4","1","1","2","1","1","3","1","1","2","1"
"16582","43","0","3","7","2","2","2","1","2","4","3","3","4","2","1","2","1","2","3","3","3","2","3","11","1","4","3","1","1","1","1"
"16583","16","1","3","1","2","2","2","1","2","1","5","1","9","99","2","2","1","3","3","3","99","99","1","1","1","1","1","2","2","2","2"
"16584","32","1","1","6","2","3","5","5","2","99","5","3","5","1","3","2","2","4","5","99","99","8","11","99","2","1","1","3","3","99","99"
"16585","16","1","3","4","2","1","4","1","1","5","6","1","5","2","1","1","2","2","2","2","6","1","96","6","6","1","1","3","3","3","2"
"16586","25","1","3","1","2","2","2","1","2","7","4","2","2","1","2","2","2","2","2","2","1","2","1","2","1","4","1","3","3","3","3"
"16587","22","1","8","4","2","2","2","0","2","7","4","1","1","1","2","2","2","2","2","1","2","2","7","8","15","2","4","2","2","2","2"
"16588","16","1","3","1","2","2","2","1","2","7","6","1","3","1","2","2","2","3","99","99","2","2","5","2","15","4","1","2","2","2","2"
"16589","21","0","1","7","1","1","1","1","1","1","1","3","4","1","1","1","1","1","1","1","1","1","1","3","1","1","4","1","1","1","1"
"16590","33","1","3","1","2","2","2","2","2","3","2","1","2","0","99","2","2","5","99","99","3","2","6","7","6","4","1","2","2","99","99"
"16591","35","0","3","11","2","1","4","2","2","9","7","2","5","1","1","2","2","2","2","2","2","1","1","8","14","2","3","3","3","3","99"
"16592","26","0","3","1","2","1","2","0","1","2","2","1","1","1","1","1","1","1","1","1","7","1","1","6","4","4","1","96","1","1","1"
"16593","26","1","3","1","2","2","2","0","2","5","3","1","2","1","2","1","2","3","99","99","2","2","1","11","3","4","1","2","2","2","2"
"16594","35","0","1","7","2","3","4","2","2","6","4","1","2","2","3","1","1","6","6","1","3","8","5","7","2","1","3","4","4","4","4"
"16595","16","1","1","6","2","3","2","2","2","8","4","1","3","2","3","2","2","3","3","2","2","8","1","99","15","2","4","1","4","4","4"
"16596","26","1","8","5","2","2","2","0","2","7","3","1","4","1","2","2","2","1","1","1","1","2","1","2","1","1","4","3","3","3","3"
"16597","44","1","3","5","2","2","2","1","2","7","2","2","3","1","2","2","2","4","4","3","3","2","1","2","1","4","1","3","3","3","3"
"16598","42","1","3","1","2","1","3","2","1","1","5","2","9","1","1","2","2","2","99","99","2","1","11","99","14","4","5","3","3","3","1"
"16599","43","0","3","1","2","1","4","0","1","1","5","1","2","3","1","2","2","4","4","3","3","3","3","1","15","4","1","1","1","1","1"
"16600","31","0","3","7","2","1","1","1","1","2","1","1","4","1","1","1","1","3","2","99","2","1","3","5","1","4","1","3","3","3","3"
"16601","31","0","3","4","2","1","4","4","1","1","6","3","5","1","1","1","1","5","5","2","7","1","1","3","6","2","2","1","3","1","1"
"16602","31","0","3","6","2","3","4","2","2","1","7","1","2","1","3","2","2","5","5","4","2","1","8","9","6","1","4","1","3","3","3"
"16603","16","0","3","1","2","1","2","1","1","2","5","2","3","1","1","1","1","4","4","4","2","1","1","7","15","4","2","1","2","1","1"
"16604","16","1","3","4","2","2","1","1","2","7","1","1","2","0","1","2","2","3","99","99","2","1","3","5","14","4","1","3","3","1","1"
"16605","42","1","6","1","2","4","4","2","2","10","5","1","2","1","4","2","2","1","1","2","1","8","1","99","15","4","1","4","4","4","4"
"16606","31","0","1","8","2","3","3","3","2","99","3","4","5","2","3","2","2","3","3","2","2","99","7","99","1","3","3","3","3","3","99"
"16607","31","1","3","5","2","7","5","5","2","7","10","1","99","3","3","2","2","5","6","5","3","2","3","7","12","2","1","2","1","2","2"
"16608","31","1","3","1","2","2","2","1","2","7","3","1","2","1","2","2","2","99","99","99","3","1","6","99","11","4","1","2","2","99","99"
"16609","43","1","3","5","2","2","2","2","1","3","2","2","9","1","1","1","2","3","3","3","3","3","4","99","14","4","3","1","1","1","1"
"16610","33","1","3","1","2","2","6","4","2","96","10","1","2","3","2","2","2","5","99","99","99","2","6","2","15","4","1","3","3","3","3"
"16611","31","1","8","1","2","3","3","3","2","7","3","4","3","1","3","2","2","3","3","2","2","1","1","7","1","4","1","3","3","3","3"
"16612","16","0","1","4","2","3","2","2","2","5","2","4","5","1","3","1","1","3","3","2","2","1","1","4","1","3","2","1","1","1","1"
"16613","34","1","5","4","2","1","3","1","2","7","3","3","3","2","1","2","2","1","1","1","1","1","11","99","15","1","3","1","3","3","3"
"16614","16","1","3","1","2","2","2","1","2","7","2","4","3","2","2","1","1","2","99","99","1","2","11","99","6","4","1","2","2","2","2"
"16615","43","0","3","7","2","1","99","2","1","1","4","3","99","99","1","1","1","4","2","4","5","1","1","1","1","3","3","1","1","1","1"
"16616","41","0","2","6","2","1","2","2","1","1","4","1","4","1","2","1","1","3","3","2","1","2","1","5","3","2","2","2","1","1","1"
"16617","26","0","3","6","2","1","2","2","1","99","2","2","99","2","1","2","2","3","3","1","6","1","11","99","2","1","1","1","1","3","2"
"16618","41","0","3","6","2","7","2","1","1","1","4","3","3","1","1","1","1","2","2","1","1","1","7","2","1","3","1","3","3","3","3"
"16619","21","0","3","10","1","1","4","2","1","1","4","4","5","1","1","1","1","3","3","2","2","1","1","99","11","1","4","1","1","1","1"
"16620","15","1","3","6","2","1","5","0","2","7","5","2","99","3","99","1","2","99","99","99","99","99","11","99","15","4","2","3","99","99","99"
"16621","34","1","3","5","2","2","2","99","2","7","2","4","2","2","2","1","2","99","99","99","2","2","7","11","13","2","2","2","3","3","3"
"16622","25","0","3","1","2","1","3","3","1","4","5","1","2","1","4","2","2","3","3","2","2","2","7","2","15","4","1","3","3","3","3"
"16623","42","0","3","4","2","3","8","4","2","1","16","1","3","3","1","1","1","1","1","1","1","1","3","1","4","2","1","1","1","1","1"
"16624","16","1","3","1","2","2","5","3","2","7","8","1","3","1","1","2","2","3","3","2","2","8","11","99","15","4","1","3","3","3","3"
"16625","26","0","8","3","2","1","2","1","1","1","4","1","3","1","1","1","1","3","99","99","1","1","5","2","1","4","1","1","1","1","1"
"16626","34","0","3","7","1","1","2","1","1","4","5","3","5","1","1","1","1","6","6","1","2","1","3","7","2","1","3","1","1","1","1"
"16627","16","0","3","1","2","1","1","1","1","2","7","1","2","2","1","1","1","3","3","2","6","1","4","2","6","2","1","2","1","2","1"
"16628","44","1","3","2","2","2","2","2","2","7","2","1","3","1","2","2","2","2","2","2","2","2","1","11","1","4","1","3","3","3","3"
"16629","43","1","3","3","2","2","2","2","1","3","2","1","2","1","1","1","1","4","4","3","3","8","6","99","14","4","1","1","2","2","2"
"16630","34","1","3","6","2","99","1","99","2","4","1","4","3","99","99","2","2","99","99","99","2","8","10","4","14","3","2","99","99","99","99"
"16631","42","1","3","7","2","7","8","4","2","3","11","3","5","3","2","2","2","5","99","99","3","2","5","3","6","1","3","2","2","2","2"
"16632","43","0","1","5","1","5","5","1","2","1","6","2","99","99","1","1","2","3","3","2","7","99","1","99","15","1","5","1","1","1","1"
"16633","31","0","3","1","2","1","4","0","1","1","4","1","99","1","1","2","2","3","99","3","3","1","5","11","6","1","1","1","3","1","1"
"16634","23","0","1","10","2","3","3","0","2","8","7","4","4","2","99","1","2","3","3","2","1","1","11","11","2","1","5","4","4","4","4"
"16635","26","1","8","6","2","2","2","1","2","99","3","2","2","2","2","1","2","1","99","99","1","2","6","9","1","2","2","3","2","2","2"
"16636","16","0","3","4","2","1","3","1","1","3","3","1","1","1","1","2","2","6","2","4","3","1","5","7","6","3","1","3","3","1","1"
"16637","41","1","3","6","2","2","2","1","2","7","3","3","5","1","2","2","2","1","1","1","1","2","11","1","2","4","1","2","2","2","2"
"16638","33","0","3","4","2","1","3","1","1","1","3","1","1","1","1","1","1","2","2","2","5","1","1","3","1","1","5","3","3","3","3"
"16639","16","1","3","4","2","3","5","1","2","7","8","1","4","1","3","2","2","3","99","99","1","8","1","99","15","4","1","4","4","4","4"
"16640","23","0","3","1","2","9","4","1","2","2","7","1","2","1","1","1","1","3","3","3","2","1","7","1","3","4","1","4","4","4","4"
"16641","42","1","3","1","2","2","2","2","2","1","2","1","3","2","2","1","2","1","1","1","1","1","1","2","1","4","1","3","3","3","3"
"16642","41","0","1","7","2","3","4","4","1","1","4","1","9","3","3","1","2","5","5","2","2","3","3","99","15","1","5","4","4","4","4"
"16643","16","0","3","7","1","1","2","2","1","2","3","3","3","2","1","1","1","3","3","2","2","8","11","7","10","1","3","3","3","3","3"
"16644","33","1","3","5","2","2","2","2","2","10","2","2","1","1","2","2","2","6","99","99","2","2","3","1","1","3","1","2","99","99","99"
"16645","24","1","6","1","2","1","3","1","2","4","6","1","1","1","4","2","2","1","1","1","1","1","3","2","6","4","1","3","3","3","3"
"16646","32","0","3","10","2","1","4","4","1","5","4","3","9","1","1","1","1","3","3","2","2","1","3","99","15","1","5","1","1","1","1"
"16647","32","1","3","6","2","2","2","1","2","99","3","2","2","3","2","1","1","2","2","2","2","3","1","11","2","1","4","2","2","2","2"
"16648","31","0","3","10","1","1","2","1","1","1","4","2","4","1","1","1","1","5","5","4","3","1","3","5","2","1","4","3","4","3","3"
"16649","23","1","3","1","2","2","2","2","2","9","2","1","2","1","4","2","2","1","99","99","1","2","1","99","6","4","1","2","2","2","2"
"16650","41","0","8","1","2","1","2","1","1","4","2","1","3","1","1","1","1","3","3","2","2","8","3","3","1","4","1","2","3","3","3"
"16651","33","0","3","4","2","4","4","0","2","9","6","1","9","2","1","1","1","2","2","1","7","1","3","5","1","4","1","3","3","3","3"
"16652","23","1","3","1","2","2","1","1","2","7","3","1","1","1","1","1","1","3","99","2","2","99","1","3","15","4","1","2","2","2","2"
"16653","11","0","1","7","1","7","2","2","1","1","3","3","5","2","1","1","1","1","1","1","1","8","1","2","1","1","4","4","4","4","4"
"16654","34","1","3","6","2","2","3","1","2","7","4","2","4","1","2","2","2","1","99","99","1","3","1","1","13","2","2","3","3","3","2"
"16655","42","1","3","5","2","2","3","3","2","7","4","2","1","1","2","2","2","2","2","2","1","1","11","99","3","4","1","99","99","99","99"
"16656","14","0","3","1","2","1","2","2","1","99","2","2","3","1","1","1","2","4","4","1","3","1","1","99","15","4","1","2","2","1","1"
"16657","16","0","1","5","2","3","7","7","1","1","7","2","3","1","1","2","2","2","2","2","1","1","1","10","1","2","1","1","1","1","1"
"16658","16","0","3","5","2","1","3","1","1","4","3","1","3","1","1","1","1","2","99","99","2","1","3","5","1","3","1","1","1","1","1"
"16659","41","1","3","6","2","2","2","2","2","7","4","2","4","1","2","1","1","1","1","1","1","2","1","5","1","1","3","3","3","3","3"
"16660","31","0","3","6","2","1","2","1","1","96","3","2","3","1","1","1","1","2","2","2","7","1","3","4","15","1","4","2","2","3","1"
"16661","34","1","3","7","2","2","4","1","2","7","7","3","5","3","2","1","2","2","2","1","1","2","1","9","2","1","4","2","2","2","2"
"16662","16","1","3","1","2","2","1","1","2","7","6","1","9","0","99","2","2","1","1","99","1","1","1","6","1","1","1","1","1","1","1"
"16663","24","1","3","4","2","2","1","1","2","7","3","1","1","1","2","2","2","3","99","4","99","2","1","2","6","3","1","2","2","2","2"
"16664","16","1","3","1","2","2","2","1","2","7","5","1","3","1","3","2","2","1","1","1","1","99","11","99","15","4","1","2","2","2","2"
"16665","42","0","3","1","2","1","3","3","1","5","4","1","3","2","1","1","1","3","3","3","1","1","11","99","2","4","1","1","1","1","1"
"16666","43","0","3","10","1","1","2","2","1","5","2","3","5","2","1","1","1","1","1","1","7","1","6","9","13","1","5","2","1","1","1"
"16667","33","0","3","1","2","1","1","1","1","5","1","1","99","1","1","2","2","3","4","3","2","1","11","99","15","3","1","1","1","1","1"
"16668","26","0","3","6","2","2","2","2","1","5","4","1","3","1","2","1","2","3","3","1","2","1","6","2","15","3","2","2","2","2","2"
"16669","41","0","3","1","2","1","2","2","1","1","4","1","3","1","1","1","2","5","5","99","2","8","1","6","1","4","1","1","1","1","1"
"16670","25","1","6","1","2","1","1","1","1","4","1","1","2","0","1","2","2","99","99","99","2","8","8","99","3","4","1","1","1","1","1"
"16671","33","0","3","1","2","3","4","4","2","1","6","1","1","1","1","1","1","5","99","99","2","8","6","2","15","4","1","4","4","4","4"
"16672","42","1","1","1","2","1","1","1","1","9","1","1","3","1","1","1","2","4","4","4","3","1","11","2","3","4","3","1","1","1","1"
"16673","43","1","6","5","2","1","1","1","2","10","1","2","99","1","1","1","2","3","3","2","3","8","3","2","15","4","1","1","1","96","96"
"16674","21","1","3","5","2","2","4","2","2","4","6","2","1","0","99","2","2","4","4","99","2","2","1","2","3","2","2","2","99","99","99"
"16675","34","0","3","2","2","1","3","2","1","1","3","1","2","1","4","2","2","1","2","1","1","2","11","11","6","4","1","3","3","3","3"
"16676","42","1","3","6","2","2","3","3","2","1","4","2","5","2","2","1","1","2","2","1","2","99","11","99","1","2","5","1","1","1","1"
"16677","21","0","3","1","2","3","3","3","2","3","4","1","1","1","3","1","1","4","3","3","96","17","1","2","3","4","4","2","2","1","1"
"16678","44","1","3","5","2","2","5","5","2","1","7","2","99","2","2","2","2","3","6","2","3","2","11","99","1","2","2","3","3","3","3"
"16679","16","0","3","4","2","1","2","1","1","4","2","1","1","1","1","2","2","3","99","99","2","1","3","5","6","4","1","1","1","1","1"
"16680","26","0","1","6","2","3","2","1","1","1","2","4","3","1","1","1","2","3","3","2","7","1","2","2","2","2","2","1","1","1","1"
"16681","34","1","3","6","2","2","3","1","2","7","3","2","99","3","1","2","2","1","99","1","1","99","11","99","3","1","5","2","2","2","2"
"16682","26","1","2","5","2","2","3","3","2","7","3","1","5","3","1","1","1","2","1","1","1","2","1","3","1","1","1","2","2","2","2"
"16683","32","0","99","4","2","1","1","0","1","1","1","2","2","1","1","2","2","4","3","3","3","3","1","11","15","3","3","1","1","1","1"
"16684","32","0","3","5","2","1","4","2","1","99","4","2","5","1","1","2","2","99","99","99","2","3","11","99","2","1","1","3","3","3","99"
"16685","32","1","3","5","2","2","2","1","2","7","4","3","99","99","2","2","2","1","1","1","1","2","8","99","15","4","1","2","2","2","2"
"16686","34","1","3","7","2","2","3","3","2","7","4","4","3","1","2","2","2","99","99","99","1","2","7","9","6","3","3","2","2","2","2"
"16687","21","1","3","5","2","2","4","1","2","7","5","2","5","4","1","2","2","3","3","2","1","2","1","5","15","3","2","2","2","2","3"
"16688","26","0","3","6","2","1","2","2","1","4","3","2","3","1","1","1","1","2","2","99","2","2","8","7","1","1","3","2","2","1","1"
"16689","32","0","1","5","2","1","4","4","1","1","4","2","5","2","1","1","1","3","3","1","7","1","96","6","2","1","3","3","3","1","1"
"16690","23","1","3","5","2","2","2","1","2","7","4","3","1","1","2","2","2","1","1","1","1","2","2","11","15","3","1","2","99","99","99"
"16691","33","1","3","1","2","5","3","1","2","6","5","3","2","0","99","2","2","5","5","3","2","8","11","99","2","3","1","3","3","3","3"
"16692","16","0","3","1","2","1","3","2","1","5","4","4","9","1","1","1","1","3","3","3","7","2","2","11","6","2","1","3","3","3","3"
"16693","41","0","6","7","2","1","1","1","1","1","3","4","2","1","1","1","1","3","3","2","2","1","3","1","1","1","5","1","1","1","1"
"16694","26","1","3","7","2","2","2","1","2","7","2","1","3","1","2","1","1","3","3","2","3","1","1","2","1","1","3","1","1","1","1"
"16695","34","1","6","1","2","1","1","1","2","7","1","1","1","1","1","2","2","4","99","99","3","1","7","11","3","4","1","1","1","1","1"
"16696","26","1","8","4","2","2","2","1","2","7","4","1","2","1","2","2","2","2","2","2","1","2","1","2","4","4","1","2","2","2","2"
"16697","14","1","3","6","2","2","2","1","2","7","5","3","3","1","2","2","2","99","99","99","2","2","1","2","2","1","1","2","2","2","2"
"16698","35","1","3","3","2","2","2","1","2","7","6","1","2","0","1","2","2","3","3","2","2","2","11","99","6","3","1","2","2","2","2"
"16699","23","1","3","1","2","2","4","1","2","7","6","1","2","1","2","2","2","2","2","1","1","2","7","1","6","4","2","1","1","2","2"
"16700","16","1","3","1","2","2","3","1","2","7","8","1","2","1","99","2","2","2","2","1","1","99","11","99","1","4","1","99","99","99","2"
"16701","44","0","3","5","2","1","2","2","1","2","2","2","3","1","1","1","1","5","5","3","3","2","9","11","2","2","3","3","3","3","3"
"16702","31","0","3","4","2","1","99","3","2","7","5","1","99","1","1","2","2","3","3","2","1","99","7","1","14","2","2","1","1","1","1"
"16703","32","1","1","7","2","3","3","2","2","1","5","2","3","1","3","1","1","2","2","3","1","8","3","1","2","2","3","4","4","4","4"
"16704","32","0","3","4","2","1","2","2","1","1","4","1","2","1","1","1","1","3","3","2","1","1","11","99","1","1","1","1","1","1","1"
"16705","16","0","3","1","2","1","2","0","1","4","2","1","2","0","1","2","2","3","3","3","2","1","1","7","3","4","2","2","1","2","2"
"16706","42","1","3","7","2","2","4","4","2","7","4","3","3","4","1","1","1","2","2","1","1","2","6","8","15","3","3","2","2","2","2"
"16707","33","0","3","1","2","2","6","4","2","10","11","1","9","0","2","2","2","99","99","99","3","8","11","11","3","4","1","2","2","2","2"
"16708","34","0","1","5","2","7","3","3","1","96","3","2","2","1","1","1","2","99","99","99","2","1","3","99","2","2","1","3","3","3","3"
"16709","23","0","3","6","2","1","2","1","2","4","7","1","2","1","1","1","1","3","3","2","2","1","1","2","6","3","3","1","1","1","1"
"16710","23","1","3","5","2","2","2","1","2","7","5","1","2","1","2","2","2","4","4","2","2","2","1","2","6","3","1","3","2","2","2"
"16711","44","1","6","1","2","3","3","2","2","9","4","1","3","2","4","1","1","2","2","2","1","8","1","8","1","4","2","4","4","96","96"
"16712","21","1","3","6","2","2","4","4","2","7","6","2","2","1","2","1","1","99","99","99","2","2","1","9","15","1","1","3","3","3","3"
"16713","25","0","3","1","2","1","2","2","1","4","4","1","1","0","99","2","2","6","99","99","99","1","8","7","6","4","1","1","1","2","2"
"16714","32","0","6","5","2","7","3","1","2","10","3","4","99","1","4","2","2","99","99","99","2","99","11","99","1","2","3","3","3","3","3"
"16715","34","0","1","5","2","3","1","1","2","1","1","2","5","1","3","2","2","4","3","4","2","8","2","5","1","4","3","4","4","4","4"
"16716","41","1","3","1","2","2","4","2","2","2","5","1","2","1","4","2","2","99","99","99","1","2","7","5","1","4","1","2","2","2","2"
"16717","43","0","3","6","1","1","99","1","1","1","6","3","99","99","1","1","1","2","2","3","8","1","1","3","4","2","4","1","1","1","1"
"16718","41","1","1","7","2","1","2","2","2","1","2","2","9","0","99","2","2","3","3","2","2","8","1","99","15","1","1","1","3","3","1"
"16719","42","0","1","6","2","3","2","2","2","8","3","2","5","2","1","1","2","4","5","99","2","8","7","10","8","1","4","4","4","4","4"
"16720","17","0","3","4","2","1","2","1","1","1","4","1","3","1","1","1","1","6","6","4","2","3","3","11","14","1","1","2","3","3","2"
"16721","44","1","3","3","2","2","2","1","2","7","3","1","2","1","2","1","2","4","4","3","3","2","1","2","1","4","1","2","2","2","2"
"16722","23","0","2","3","2","1","4","1","1","3","7","1","1","1","1","1","1","3","3","3","6","1","3","2","3","4","1","1","1","1","1"
"16723","15","0","1","6","2","3","3","1","2","8","4","1","2","2","3","1","2","2","2","2","1","99","6","1","10","2","2","4","4","4","4"
"16724","33","1","3","1","2","2","2","1","2","7","5","2","2","1","2","1","1","2","2","1","2","2","1","11","1","3","2","2","2","2","2"
"16725","44","1","1","10","2","3","3","3","2","8","3","2","5","1","3","1","1","2","2","2","2","99","1","4","14","1","5","4","4","4","4"
"16726","35","0","99","99","2","99","99","99","2","99","4","2","99","99","99","2","2","99","99","99","99","99","11","99","15","4","1","99","99","99","99"
"16727","16","1","5","1","2","3","1","0","2","3","1","1","1","0","99","2","2","3","2","2","1","1","1","7","1","4","1","1","1","1","1"
"16728","33","0","3","6","2","1","3","2","1","1","3","3","4","3","99","1","1","2","2","1","7","1","7","11","4","1","4","1","1","3","3"
"16729","33","0","3","10","1","1","1","1","1","96","3","3","5","1","1","1","2","1","1","1","7","1","3","9","2","4","4","1","99","1","1"
"16730","26","1","8","6","2","2","2","0","2","7","2","2","3","2","2","1","2","3","3","2","2","2","3","5","1","1","3","2","2","2","2"
"16731","25","1","3","1","2","2","2","2","2","5","3","1","2","0","2","2","2","2","99","99","1","8","6","11","6","4","1","3","3","3","3"
"16732","16","0","3","1","2","1","2","2","1","1","3","1","5","99","1","2","2","3","3","2","3","99","11","99","15","4","1","99","99","99","99"
"16733","36","0","3","6","1","1","2","1","1","1","2","2","3","2","1","1","1","4","4","99","7","1","1","10","2","2","3","1","1","1","1"
"16734","16","1","3","1","2","2","2","1","2","7","6","1","3","1","2","2","2","1","99","99","1","2","11","99","1","4","1","2","2","2","2"
